name,lang,id,n,size(B),cpu(s),mem(KB),status,load,elapsed(s)
binarytrees,clojure,5,12,689,1.808,40776,0,0% 0% 1% 100%,1.818
binarytrees,clojure,5,16,689,3.984,366396,0,0% 0% 1% 100%,3.992
binarytrees,clojure,5,20,689,38.282,518408,0,0% 0% 0% 100%,38.316
binarytrees,fsharp,3,12,756,0.120,0,0,0% 0% 0% 100%,0.124
binarytrees,fsharp,3,16,756,1.448,27784,0,0% 1% 1% 100%,1.454
binarytrees,fsharp,3,20,756,40.803,157092,0,0% 0% 0% 100%,40.833
binarytrees,ruby,1,12,412,3.408,3716,0,0% 1% 0% 100%,3.409
binarytrees,ruby,1,16,412,76.049,48916,0,0% 0% 0% 100%,76.046
binarytrees,ruby,1,20,412,1872.597,458068,0,0% 0% 0% 100%,1872.482
binarytrees,ifc,1,12,826,0.100,0,0,0% 0% 0% 100%,0.102
binarytrees,ifc,1,16,826,2.280,4480,0,0% 0% 1% 100%,2.286
binarytrees,ifc,1,20,826,46.471,65728,0,0% 1% 0% 100%,46.488
binarytrees,gcc,5,12,963,0.132,0,0,0% 7% 14% 100%,0.139
binarytrees,gcc,5,16,963,3.048,9532,0,0% 1% 1% 100%,3.063
binarytrees,gcc,5,20,963,66.292,289576,0,0% 0% 0% 100%,66.313
binarytrees,jruby,1,12,412,2.588,58712,0,2% 0% 1% 100%,2.603
binarytrees,jruby,1,16,412,12.493,331300,0,0% 1% 1% 100%,12.512
binarytrees,jruby,1,20,412,361.891,823764,0,0% 0% 1% 100%,362.191
binarytrees,java,2,12,603,0.128,0,0,0% 0% 0% 93%,0.142
binarytrees,java,2,16,603,0.904,146836,0,0% 0% 2% 100%,0.913
binarytrees,java,2,20,603,13.137,495836,0,0% 2% 1% 100%,13.154
binarytrees,python3,7,12,561,0.968,25972,0,0% 0% 1% 100%,0.981
binarytrees,python3,7,16,561,22.053,48572,0,0% 0% 3% 100%,22.068
binarytrees,python3,7,20,561,495.643,468652,0,0% 0% 0% 100%,495.782
binarytrees,ghc,2,12,512,0.040,0,0,0% 0% 0% 100%,0.043
binarytrees,ghc,2,16,512,1.004,6948,0,0% 0% 1% 100%,1.007
binarytrees,ghc,2,20,512,18.897,163120,0,0% 0% 0% 100%,18.921
binarytrees,lua,3,12,470,0.836,2324,0,0% 0% 1% 100%,0.836
binarytrees,lua,3,16,470,20.273,32040,0,0% 0% 0% 100%,20.274
binarytrees,lua,3,20,470,420.798,548504,0,1% 0% 0% 100%,420.772
binarytrees,fsharp,2,12,685,0.172,0,0,0% 0% 0% 94%,0.175
binarytrees,fsharp,2,16,685,2.408,38648,0,0% 2% 0% 100%,2.413
binarytrees,fsharp,2,20,685,76.125,315148,0,0% 0% 0% 100%,76.189
binarytrees,gpp,6,12,892,0.028,0,0,0% 0% 0% 100%,0.033
binarytrees,gpp,6,16,892,0.564,4144,0,0% 0% 4% 100%,0.568
binarytrees,gpp,6,20,892,13.497,148420,0,0% 0% 0% 100%,13.506
binarytrees,clojure,2,12,587,3.384,71632,0,0% 0% 1% 100%,3.393
binarytrees,clojure,2,16,587,9.265,388056,0,0% 0% 0% 100%,9.275
binarytrees,clojure,2,20,587,176.171,718532,0,0% 0% 0% 100%,176.289
binarytrees,gnat,4,12,2167,0.024,0,0,0% 0% 0% 60%,0.046
binarytrees,gnat,4,16,2167,0.624,9216,0,2% 0% 2% 98%,0.647
binarytrees,gnat,4,20,2167,12.977,118240,0,0% 0% 0% 100%,13.013
binarytrees,clojure,1,12,557,2.724,67148,0,0% 0% 1% 100%,2.732
binarytrees,clojure,1,16,557,8.865,383000,0,0% 0% 0% 100%,8.876
binarytrees,clojure,1,20,557,128.016,535236,0,0% 0% 0% 100%,128.106
binarytrees,ghc,1,12,512,0.040,0,0,17% 0% 0% 100%,0.044
binarytrees,ghc,1,16,512,1.000,6944,0,0% 0% 2% 100%,1.004
binarytrees,ghc,1,20,512,18.901,163120,0,0% 0% 0% 100%,18.922
binarytrees,csharp,2,12,650,0.104,0,0,0% 0% 0% 100%,0.109
binarytrees,csharp,2,16,650,1.648,32536,0,0% 1% 0% 100%,1.651
binarytrees,csharp,2,20,650,46.919,277704,0,0% 0% 0% 100%,46.957
binarytrees,gcc,1,12,706,0.068,0,0,0% 0% 0% 100%,0.071
binarytrees,gcc,1,16,706,1.560,4500,0,0% 1% 2% 100%,1.563
binarytrees,gcc,1,20,706,34.518,66016,0,0% 0% 0% 100%,34.528
binarytrees,scala,2,12,641,0.252,312,0,0% 0% 8% 100%,0.257
binarytrees,scala,2,16,641,1.204,144444,0,0% 0% 1% 99%,1.211
binarytrees,scala,2,20,641,17.933,638600,0,0% 0% 0% 100%,17.956
binarytrees,v8,1,12,467,0.092,0,0,9% 10% 0% 91%,0.107
binarytrees,v8,1,16,467,1.148,29344,0,5% 2% 2% 100%,1.152
binarytrees,v8,1,20,467,41.227,286800,0,0% 0% 0% 100%,41.258
binarytrees,oz,1,12,479,0.392,96,0,0% 2% 4% 100%,0.429
binarytrees,oz,1,16,479,8.365,24660,0,0% 0% 0% 100%,8.369
binarytrees,oz,1,20,479,171.539,430360,0,0% 0% 0% 100%,171.571
binarytrees,java,1,12,1007,0.152,0,0,0% 0% 0% 94%,0.157
binarytrees,java,1,16,1007,0.856,141408,0,1% 1% 3% 100%,0.864
binarytrees,java,1,20,1007,14.809,557220,0,1% 0% 0% 100%,14.827
binarytrees,vw,1,12,722,0.204,0,0,0% 0% 0% 100%,0.213
binarytrees,vw,1,16,722,3.528,30416,0,0% 2% 2% 100%,3.530
binarytrees,vw,1,20,722,145.981,126416,0,0% 0% 0% 100%,145.971
binarytrees,hipe,1,12,441,0.188,0,0,0% 0% 0% 100%,0.196
binarytrees,hipe,1,16,441,1.564,15512,0,0% 0% 1% 99%,1.573
binarytrees,hipe,1,20,441,36.918,188656,0,0% 0% 0% 100%,36.959
binarytrees,fpascal,1,12,769,0.080,0,0,0% 0% 0% 100%,0.081
binarytrees,fpascal,1,16,769,1.608,2608,0,0% 0% 1% 100%,1.610
binarytrees,fpascal,1,20,769,36.302,65684,0,0% 0% 0% 100%,36.301
binarytrees,ats,1,12,926,0.040,0,0,20% 0% 20% 67%,0.057
binarytrees,ats,1,16,926,0.972,8696,0,1% 11% 7% 99%,0.976
binarytrees,ats,1,20,926,18.713,132084,0,0% 0% 0% 100%,18.725
binarytrees,gnat,1,12,955,0.096,0,0,0% 0% 0% 100%,0.099
binarytrees,gnat,1,16,955,2.168,5416,0,0% 0% 1% 100%,2.172
binarytrees,gnat,1,20,955,45.159,99400,0,0% 0% 0% 100%,45.171
binarytrees,go,1,12,516,0.240,500,0,4% 0% 8% 100%,0.245
binarytrees,go,1,16,516,6.160,17472,0,0% 1% 0% 100%,6.168
