binarytrees,fsharp,1,12,587,0.884,8268,0,%,0
binarytrees,fsharp,1,14,587,2.676,11588,0,%,0
binarytrees,fsharp,1,16,587,11.593,22656,0,%,0
hello,fsharp,1,1,48,0.264,5480,0,%,0
hello,fsharp,1,200,48,42.979,7040,0,%,0
nbody,fsharp,1,200000,1364,1.232,7216,0,%,0
nbody,fsharp,1,2000000,1364,7.84,7636,0,%,0
nbody,fsharp,1,20000000,1364,105.171,7636,0,%,0
nsieve,fsharp,1,7,368,0.896,9172,0,%,0
nsieve,fsharp,1,8,368,1.46,10740,0,%,0
nsieve,fsharp,1,9,368,2.6,15752,0,%,0
nsievebits,fsharp,2,9,397,2.048,8152,0,%,0
nsievebits,fsharp,2,10,397,4.324,9184,0,%,0
nsievebits,fsharp,2,11,397,9.233,11376,0,%,0
partialsums,fsharp,1,25000,510,0.548,6876,0,%,0
partialsums,fsharp,1,250000,510,1.112,7116,0,%,0
partialsums,fsharp,1,2500000,510,6.38,7112,0,%,0
recursive,fsharp,1,3,461,0.548,6972,0,%,0
recursive,fsharp,1,7,461,0.848,6984,0,%,0
recursive,fsharp,1,11,461,7.704,7500,0,%,0
spectralnorm,fsharp,1,500,487,0.88,7396,0,%,0
spectralnorm,fsharp,1,3000,487,15.149,7372,0,%,0
spectralnorm,fsharp,1,5500,487,85.229,6712,0,%,0
