test,lang,id,iter,secs-startup,secs,kb,lines,date
partialsums,hipe, ,2500000,472,14.585,4168,28, 09/30/2004
partialsums,icon, ,2500000,388,26.822,1256,31, 09/30/2004
partialsums,ifc, ,2500000,449,-2,-2,39, 09/30/2004
partialsums,ifc,2,2500000,509,-2,-2,33, 09/30/2004
partialsums,iron, ,2500000,410,143.649,21660,36, 09/30/2004
partialsums,iron,3,2500000,384,145.721,21472,30, 09/30/2004
partialsums,java,2,2500000,454,11.893,9376,29, 09/30/2004
partialsums,java14, ,2500000,513,11.473,9928,28, 09/30/2004
partialsums,java5,2,2500000,454,8.373,10932,29, 09/30/2004
partialsums,javaclient,2,2500000,454,12.229,9068,29, 09/30/2004
partialsums,javascript,2,2500000,364,53.463,66604,29, 09/30/2004
partialsums,javaxint,2,2500000,454,17.925,7996,29, 09/30/2004
partialsums,lua,2,2500000,421,7.364,888,30, 09/30/2004
partialsums,lua,3,2500000,377,7.712,832,27, 09/30/2004
partialsums,luajit,2,2500000,421,4.104,984,30, 09/30/2004
partialsums,luajit,3,2500000,377,2.176,908,27, 09/30/2004
partialsums,mlton,2,2500000,525,4.292,708,20, 09/30/2004
partialsums,mzscheme, ,2500000,635,-2,-2,49, 09/30/2004
partialsums,nice, ,2500000,412,11.989,9972,30, 09/30/2004
partialsums,ocaml, ,2500000,393,4.800,800,35, 09/30/2004
partialsums,ocaml,2,2500000,416,6.592,952,22, 09/30/2004
partialsums,ooc, ,2500000,532,5.024,1660,38, 09/30/2004
partialsums,oz, ,2500000,514,19.805,4352,0, 09/30/2004
partialsums,perl,3,2500000,370,16.597,1452,23, 09/30/2004
partialsums,php, ,2500000,351,18.277,5352,31, 09/30/2004
partialsums,pike, ,2500000,370,12.709,3352,24, 09/30/2004
partialsums,psyco,2,2500000,378,14.321,3004,29, 09/30/2004
partialsums,python, ,2500000,410,36.578,2396,36, 09/30/2004
partialsums,python,3,2500000,384,42.499,2392,30, 09/30/2004
partialsums,rebol, ,2500000,581,-2,-2,48, 09/30/2004
partialsums,regina, ,2500000,746,-2,-2,66, 09/30/2004
partialsums,regina,2,2500000,788,-2,-2,69, 09/30/2004
partialsums,rhino,2,2500000,364,82.129,12440,29, 09/30/2004
partialsums,ruby, ,2500000,346,59.268,1572,24, 09/30/2004
partialsums,sbcl,2,2500000,489,4.108,8044,57, 09/30/2004
partialsums,scala, ,2500000,496,-2,-2,28, 09/30/2004
partialsums,scala,2,2500000,478,-2,-2,37, 09/30/2004
partialsums,se, ,2500000,661,4.056,420,61, 09/30/2004
partialsums,smlnj, ,2500000,553,1.824,3440,57, 09/30/2004
partialsums,squeak, ,2500000,650,-2,-2,3, 09/30/2004
partialsums,swiprolog, ,2500000,719,53.895,2540,41, 09/30/2004
partialsums,tcl, ,2500000,434,25.634,1408,30, 09/30/2004
partialsums,vw, ,2500000,548,10.121,20364,39, 09/30/2004
partialsums,yarv, ,2500000,346,30.362,2160,24, 09/30/2004
pidigits,bigforth,2,2500,563,5.216,764,67, 09/30/2004
pidigits,chicken, ,2500,460,-2,-2,40, 09/30/2004
pidigits,chicken,2,2500,626,-2,-2,0, 09/30/2004
pidigits,chicken,3,2500,1300,2.124,2272,3, 09/30/2004
pidigits,clean, ,2500,514,3.020,2348,31, 09/30/2004
pidigits,clean,2,2500,547,-2,-2,32, 09/30/2004
pidigits,csharp, ,2500,1131,12.813,6612,126, 09/30/2004
pidigits,csharpaot, ,2500,1131,12.729,5988,126, 09/30/2004
pidigits,dlang,3,2500,740,1.668,776,74, 09/30/2004
pidigits,erlang, ,2500,543,4.284,10236,34, 09/30/2004
pidigits,fbasic, ,2500,692,1.676,932,0, 09/30/2004
pidigits,fpascal, ,2500,3030,5.468,908,459, 09/30/2004
pidigits,fpascal,2,2500,769,1.636,856,101, 09/30/2004
pidigits,g95, ,2500,1752,-2,-2,223, 09/30/2004
pidigits,gcc, ,2500,664,1.676,572,69, 09/30/2004
pidigits,gcj, ,2500,784,14.213,21408,78, 09/30/2004
pidigits,gforth,2,2500,565,23.605,864,67, 09/30/2004
pidigits,ghc, ,2500,361,2.920,2872,13, 09/30/2004
pidigits,gnat, ,2500,1127,1.648,656,125, 09/30/2004
pidigits,gpp,2,2500,636,1.672,1040,62, 09/30/2004
pidigits,groovy, ,2500,480,-2,-2,50, 09/30/2004
pidigits,gst, ,2500,872,13.593,152340,105, 09/30/2004
pidigits,hipe, ,2500,543,4.296,10080,34, 09/30/2004
pidigits,icon, ,2500,361,7.708,1196,30, 09/30/2004
pidigits,ifc, ,2500,1752,-2,-2,223, 09/30/2004
pidigits,iron, ,2500,391,-2,-2,30, 09/30/2004
pidigits,java, ,2500,784,11.449,17804,78, 09/30/2004
pidigits,java14, ,2500,784,11.781,13572,78, 09/30/2004
pidigits,java5, ,2500,784,11.721,17340,78, 09/30/2004
pidigits,javaclient, ,2500,784,12.725,10552,78, 09/30/2004
pidigits,javaxint, ,2500,784,104.983,9744,78, 09/30/2004
pidigits,lua, ,2500,813,-2,-2,114, 09/30/2004
pidigits,lua,2,2500,989,38.350,1132,76, 09/30/2004
pidigits,luajit, ,2500,813,-2,-2,114, 09/30/2004
pidigits,luajit,2,2500,989,9.185,1404,76, 09/30/2004
pidigits,mlton,2,2500,482,3.560,2232,28, 09/30/2004
pidigits,mzscheme, ,2500,448,16.113,3980,32, 09/30/2004
pidigits,mzscheme,2,2500,626,-2,-2,43, 09/30/2004
pidigits,nice, ,2500,651,14.001,45348,60, 09/30/2004
pidigits,ocaml,2,2500,494,5.576,1096,34, 09/30/2004
pidigits,oz, ,2500,531,6.116,5824,0, 09/30/2004
pidigits,perl, ,2500,436,14.489,3276,29, 09/30/2004
pidigits,php, ,2500,720,91.070,5956,73, 09/30/2004
pidigits,php,2,2500,521,2.272,6796,50, 09/30/2004
pidigits,pike, ,2500,377,2.788,3476,24, 09/30/2004
pidigits,psyco, ,2500,404,8.393,3308,31, 09/30/2004
pidigits,python, ,2500,391,8.401,2520,30, 09/30/2004
pidigits,regina, ,2500,383,-2,-2,32, 09/30/2004
pidigits,ruby, ,2500,524,11.013,11032,69, 09/30/2004
pidigits,sbcl,2,2500,629,6.320,30840,49, 09/30/2004
pidigits,scala, ,2500,446,12.365,20156,28, 09/30/2004
pidigits,se, ,2500,968,3.652,836,175, 09/30/2004
pidigits,smlnj, ,2500,661,2484.751,5552,40, 09/30/2004
pidigits,squeak, ,2500,999,16.077,18904,6, 09/30/2004
pidigits,swiprolog, ,2500,602,3.108,2656,32, 09/30/2004
pidigits,tcl,2,2500,596,-2,-2,45, 09/30/2004
pidigits,vw, ,2500,951,11.029,32248,115, 09/30/2004
pidigits,yarv, ,2500,524,10.609,10272,69, 09/30/2004
recursive,bigforth, ,11,402,8.749,864,35, 09/30/2004
recursive,chicken, ,11,455,48.003,2680,30, 09/30/2004
recursive,cint, ,11,387,-2,-2,31, 09/30/2004
recursive,clean,3,11,411,3.912,616,27, 09/30/2004
recursive,clean,4,11,406,3.828,612,31, 09/30/2004
recursive,cmucl,3,11,507,-2,-2,54, 09/30/2004
recursive,csharp, ,11,419,7.800,5044,25, 09/30/2004
recursive,csharpaot, ,11,419,15.697,4868,25, 09/30/2004
recursive,dlang, ,11,366,7.044,1088,20, 09/30/2004
recursive,erlang, ,11,340,59.076,4492,18, 09/30/2004
recursive,fbasic,2,11,433,7.900,1056,0, 09/30/2004
recursive,fpascal,3,11,437,6.984,520,47, 09/30/2004
recursive,g95, ,11,604,10.757,1192,64, 09/30/2004
recursive,gcc, ,11,387,2.664,492,31, 09/30/2004
recursive,gcj, ,11,481,8.137,16240,28, 09/30/2004
recursive,gforth, ,11,369,43.495,956,33, 09/30/2004
recursive,ghc, ,11,392,8.881,1408,14, 09/30/2004
recursive,ghc,2,11,443,11.373,1472,13, 09/30/2004
recursive,gnat, ,11,582,3.692,560,66, 09/30/2004
recursive,gpp, ,11,329,2.688,936,15, 09/30/2004
recursive,gpp,2,11,550,2.452,988,35, 09/30/2004
recursive,groovy, ,11,357,-2,-2,25, 09/30/2004
recursive,gst,2,11,465,-2,-2,45, 09/30/2004
recursive,hipe, ,11,340,59.236,4492,18, 09/30/2004
recursive,icon, ,11,295,-2,-2,23, 09/30/2004
recursive,ifc, ,11,604,-2,-2,64, 09/30/2004
recursive,iron, ,11,344,254.184,25144,24, 09/30/2004
recursive,java, ,11,411,7.076,10696,25, 09/30/2004
recursive,java14, ,11,481,4.872,10400,28, 09/30/2004
recursive,java5, ,11,411,4.992,12036,25, 09/30/2004
recursive,javaclient, ,11,411,9.685,9632,25, 09/30/2004
recursive,javascript, ,11,290,-2,-2,16, 09/30/2004
recursive,javaxint, ,11,411,58.000,9184,25, 09/30/2004
recursive,lua, ,11,314,110.599,2264,20, 09/30/2004
recursive,luajit, ,11,314,49.271,2920,20, 09/30/2004
recursive,mlton,2,11,437,8.081,1352,14, 09/30/2004
recursive,mzscheme, ,11,539,96.846,4844,34, 09/30/2004
recursive,neko, ,11,363,89.226,3300,0, 09/30/2004
recursive,nice, ,11,361,23.933,41788,17, 09/30/2004
recursive,ocaml,2,11,373,7.644,1108,19, 09/30/2004
recursive,ooc, ,11,489,2.576,1784,41, 09/30/2004
recursive,oz, ,11,558,85.625,5732,0, 09/30/2004
recursive,oz,2,11,484,87.949,5812,0, 09/30/2004
recursive,perl, ,11,310,-2,-2,22, 09/30/2004
recursive,perl,2,11,369,856.758,10788,35, 09/30/2004
recursive,php,2,11,299,1107.405,17928,18, 09/30/2004
recursive,pike, ,11,387,146.085,5316,25, 09/30/2004
recursive,psyco, ,11,338,28.754,3372,24, 09/30/2004
recursive,python, ,11,344,648.545,14208,24, 09/30/2004
recursive,rebol, ,11,488,-2,-2,34, 09/30/2004
recursive,regina, ,11,321,-2,-2,18, 09/30/2004
recursive,rhino, ,11,290,-2,-2,16, 09/30/2004
recursive,ruby,2,11,285,1368.526,40656,30, 09/30/2004
recursive,sbcl,3,11,507,9.317,8272,54, 09/30/2004
recursive,scala, ,11,404,-2,-2,21, 09/30/2004
recursive,se, ,11,563,2.640,576,71, 09/30/2004
recursive,smlnj, ,11,569,9.601,5236,54, 09/30/2004
recursive,squeak, ,11,586,1198.331,16468,18, 09/30/2004
recursive,swiprolog, ,11,571,347.470,3320,56, 09/30/2004
recursive,tcl, ,11,445,1031.332,28860,28, 09/30/2004
recursive,tcl,2,11,451,-2,-2,28, 09/30/2004
recursive,vw, ,11,494,165.210,32320,39, 09/30/2004
recursive,yarv,2,11,285,-2,-2,30, 09/30/2004
regexdna,bigforth,2,500000,691,19.257,54796,84, 09/30/2004
regexdna,chicken, ,500000,611,-1,-1,38, 09/30/2004
regexdna,cint, ,500000,1085,-2,-2,103, 09/30/2004
regexdna,cmucl, ,500000,552,-2,-2,41, 09/30/2004
regexdna,csharp, ,500000,608,34.674,141356,50, 09/30/2004
regexdna,csharpaot, ,500000,608,39.554,105164,50, 09/30/2004
regexdna,dlang,2,500000,490,8.589,135900,27, 09/30/2004
regexdna,dlang,3,500000,1006,5.644,36600,76, 09/30/2004
regexdna,erlang, ,500000,606,-1,-1,44, 09/30/2004
regexdna,fbasic, ,500000,1118,6.188,13748,0, 09/30/2004
regexdna,g95, ,500000,2409,38.946,33628,261, 09/30/2004
regexdna,gcc,2,500000,1083,6.948,12828,87, 09/30/2004
regexdna,gcj, ,500000,641,394.921,274620,43, 09/30/2004
regexdna,ghc,3,500000,2640,92.658,121636,131, 09/30/2004
regexdna,gnat,3,500000,1217,55.663,45072,148, 09/30/2004
regexdna,gnat,4,500000,1336,18.421,14616,127, 09/30/2004
regexdna,gpp,2,500000,619,6.984,20292,45, 09/30/2004
regexdna,gpp,3,500000,1572,5.660,12832,140, 09/30/2004
regexdna,gst, ,500000,709,-2,-2,50, 09/30/2004
regexdna,hipe, ,500000,606,-1,-1,44, 09/30/2004
regexdna,icon,2,500000,754,1.996,81704,57, 09/30/2004
regexdna,ifc, ,500000,2409,-2,-2,261, 09/30/2004
regexdna,iron, ,500000,326,35.322,160256,28, 09/30/2004
regexdna,java, ,500000,641,12.189,75660,43, 09/30/2004
regexdna,java14, ,500000,641,11.621,73188,43, 09/30/2004
regexdna,java5, ,500000,641,10.945,77068,43, 09/30/2004
regexdna,javaclient, ,500000,641,19.513,72784,43, 09/30/2004
regexdna,javascript, ,500000,349,17.677,178120,27, 09/30/2004
regexdna,javaxint, ,500000,641,188.708,72192,43, 09/30/2004
regexdna,lua,3,500000,411,9.241,33896,33, 09/30/2004
regexdna,luajit,3,500000,411,8.737,29400,33, 09/30/2004
regexdna,mzscheme, ,500000,819,13.897,106232,66, 09/30/2004
regexdna,nice,2,500000,621,11.265,68744,52, 09/30/2004
regexdna,ocaml,2,500000,599,5.460,47776,30, 09/30/2004
regexdna,oz,2,500000,582,-1,-1,0, 09/30/2004
regexdna,perl,2,500000,444,12.349,24872,28, 09/30/2004
regexdna,php,2,500000,659,10.577,45112,52, 09/30/2004
regexdna,pike, ,500000,884,-1,-1,47, 09/30/2004
regexdna,psyco, ,500000,339,5.748,22188,30, 09/30/2004
regexdna,python, ,500000,326,5.792,19240,28, 09/30/2004
regexdna,rhino, ,500000,576,-1,-1,33, 09/30/2004
regexdna,ruby, ,500000,307,8.853,31300,23, 09/30/2004
regexdna,sbcl, ,500000,552,-2,-2,41, 09/30/2004
regexdna,scala, ,500000,646,10.709,83892,53, 09/30/2004
regexdna,se, ,500000,751,24.394,25576,105, 09/30/2004
regexdna,tcl,2,500000,357,3.072,27516,28, 09/30/2004
regexdna,yarv, ,500000,307,8.289,25828,23, 09/30/2004
revcomp,bigforth, ,2500000,247,247.347,17396,17, 09/30/2004
revcomp,bigforth,2,2500000,339,1.936,17408,25, 09/30/2004
revcomp,chicken, ,2500000,784,33.246,33008,55, 09/30/2004
revcomp,cint,2,2500000,712,21.053,14724,64, 09/30/2004
revcomp,clean, ,2500000,818,1.276,43340,100, 09/30/2004
revcomp,cmucl, ,2500000,815,-2,-2,52, 09/30/2004
revcomp,csharp,2,2500000,711,2.400,25660,51, 09/30/2004
revcomp,csharpaot,2,2500000,711,2.440,25780,51, 09/30/2004
revcomp,dlang,2,2500000,669,0.664,13104,52, 09/30/2004
revcomp,erlang,2,2500000,436,43.119,294864,52, 09/30/2004
revcomp,fbasic,3,2500000,620,1.660,13180,0, 09/30/2004
revcomp,fpascal,2,2500000,729,1.100,13032,95, 09/30/2004
revcomp,g95,2,2500000,756,7.008,18688,73, 09/30/2004
revcomp,gcc,2,2500000,712,0.720,12976,64, 09/30/2004
revcomp,gcj,3,2500000,807,11.385,85264,65, 09/30/2004
revcomp,gforth, ,2500000,229,10.909,13252,16, 09/30/2004
revcomp,ghc, ,2500000,478,40.707,492684,49, 09/30/2004
revcomp,ghc,3,2500000,1215,8.901,13924,84, 09/30/2004
revcomp,gnat, ,2500000,869,5.340,12924,88, 09/30/2004
revcomp,gpp, ,2500000,555,1.496,25408,37, 09/30/2004
revcomp,gpp,3,2500000,794,0.564,13264,72, 09/30/2004
revcomp,groovy, ,2500000,473,-2,-2,26, 09/30/2004
revcomp,gst, ,2500000,720,13.141,65844,55, 09/30/2004
revcomp,hipe,2,2500000,436,43.383,281312,52, 09/30/2004
revcomp,icon, ,2500000,271,8.041,60200,18, 09/30/2004
revcomp,ifc,2,2500000,756,-2,-2,73, 09/30/2004
revcomp,iron,3,2500000,272,23.181,243420,19, 09/30/2004
revcomp,java, ,2500000,847,2.772,54712,59, 09/30/2004
revcomp,java14,3,2500000,807,5.284,59340,65, 09/30/2004
revcomp,java5, ,2500000,847,2.956,55680,59, 09/30/2004
revcomp,javaclient, ,2500000,847,2.628,45316,59, 09/30/2004
revcomp,javascript, ,2500000,289,71.796,152276,19, 09/30/2004
revcomp,javaxint, ,2500000,847,19.809,48096,59, 09/30/2004
revcomp,lua, ,2500000,522,7.920,38964,34, 09/30/2004
revcomp,lua,3,2500000,577,9.137,26120,37, 09/30/2004
revcomp,luajit, ,2500000,522,5.208,55468,34, 09/30/2004
revcomp,luajit,3,2500000,577,5.772,21372,37, 09/30/2004
revcomp,mlton, ,2500000,821,1.724,40888,95, 09/30/2004
revcomp,mzscheme, ,2500000,564,5.120,48964,54, 09/30/2004
revcomp,nice,2,2500000,716,3.252,30584,53, 09/30/2004
revcomp,ocaml, ,2500000,524,1.152,44796,38, 09/30/2004
revcomp,ocaml,2,2500000,378,1.684,17676,22, 09/30/2004
revcomp,oz, ,2500000,635,24.546,292024,0, 09/30/2004
revcomp,perl,2,2500000,287,1.980,38312,20, 09/30/2004
revcomp,php, ,2500000,492,2.900,42208,34, 09/30/2004
revcomp,pike, ,2500000,321,7.688,28544,16, 09/30/2004
revcomp,psyco,2,2500000,330,1.748,52056,23, 09/30/2004
revcomp,python,3,2500000,272,2.532,53800,19, 09/30/2004
revcomp,rebol, ,2500000,348,134.448,50652,36, 09/30/2004
revcomp,regina, ,2500000,266,-2,-2,22, 09/30/2004
revcomp,regina,2,2500000,664,-2,-2,41, 09/30/2004
revcomp,rhino, ,2500000,451,-1,-1,26, 09/30/2004
revcomp,ruby, ,2500000,250,8.349,118928,19, 09/30/2004
revcomp,sbcl, ,2500000,815,0.820,65640,52, 09/30/2004
revcomp,scala,2,2500000,774,3.408,35048,57, 09/30/2004
revcomp,scala,3,2500000,1070,2.292,32944,87, 09/30/2004
revcomp,se, ,2500000,590,2.500,52196,82, 09/30/2004
revcomp,tcl, ,2500000,327,31.918,87688,22, 09/30/2004
revcomp,vw, ,2500000,828,6.636,94272,63, 09/30/2004
revcomp,yarv, ,2500000,250,-2,-2,19, 09/30/2004
spectralnorm,bigforth, ,5500,279,49.267,864,28, 09/30/2004
spectralnorm,chicken,2,5500,467,362.055,2688,41, 09/30/2004
spectralnorm,cint, ,5500,378,-2,-2,28, 09/30/2004
spectralnorm,clean, ,5500,556,27.046,1412,54, 09/30/2004
spectralnorm,cmucl, ,5500,609,-2,-2,46, 09/30/2004
spectralnorm,csharp, ,5500,443,46.055,4272,33, 09/30/2004
spectralnorm,csharpaot, ,5500,443,45.339,3968,33, 09/30/2004
spectralnorm,dlang, ,5500,387,27.042,668,28, 09/30/2004
spectralnorm,erlang, ,5500,491,852.189,6172,34, 09/30/2004
spectralnorm,fbasic,2,5500,459,65.288,832,0, 09/30/2004
spectralnorm,fpascal, ,5500,407,26.518,512,1, 09/30/2004
spectralnorm,g95, ,5500,507,-2,-2,59, 09/30/2004
spectralnorm,g95,2,5500,497,31.502,680,55, 09/30/2004
spectralnorm,gcc, ,5500,366,26.986,428,28, 09/30/2004
spectralnorm,gcj, ,5500,497,27.182,16944,35, 09/30/2004
spectralnorm,gforth, ,5500,293,511.936,944,27, 09/30/2004
spectralnorm,ghc, ,5500,581,190.712,1880,38, 09/30/2004
spectralnorm,ghc,2,5500,380,371.887,3988,22, 09/30/2004
spectralnorm,gnat, ,5500,694,27.022,580,67, 09/30/2004
spectralnorm,gpp, ,5500,426,27.094,888,26, 09/30/2004
spectralnorm,gpp,2,5500,1039,26.434,920,89, 09/30/2004
spectralnorm,groovy, ,5500,409,-2,-2,31, 09/30/2004
spectralnorm,gst, ,5500,526,2267.926,14000,46, 09/30/2004
spectralnorm,hipe, ,5500,491,836.764,6172,34, 09/30/2004
spectralnorm,icon, ,5500,359,6217.053,1164,27, 09/30/2004
spectralnorm,ifc, ,5500,507,-2,-2,59, 09/30/2004
spectralnorm,ifc,2,5500,497,-2,-2,55, 09/30/2004
spectralnorm,iron,2,5500,266,3833.964,23476,23, 09/30/2004
spectralnorm,java, ,5500,498,25.202,40028,35, 09/30/2004
spectralnorm,java14, ,5500,497,24.782,35704,35, 09/30/2004
spectralnorm,java5, ,5500,498,24.670,37632,35, 09/30/2004
spectralnorm,javaclient, ,5500,498,64.016,35556,35, 09/30/2004
spectralnorm,javascript, ,5500,295,4240.657,66936,29, 09/30/2004
spectralnorm,javaxint, ,5500,498,551.694,77912,35, 09/30/2004
spectralnorm,lua,3,5500,312,708.904,1092,33, 09/30/2004
spectralnorm,luajit,3,5500,312,186.872,1364,33, 09/30/2004
spectralnorm,mlton, ,5500,428,40.743,1320,41, 09/30/2004
spectralnorm,nice, ,5500,368,24.338,11484,28, 09/30/2004
spectralnorm,ocaml, ,5500,353,32.022,1180,28, 09/30/2004
spectralnorm,ooc, ,5500,443,27.134,2024,51, 09/30/2004
spectralnorm,oz, ,5500,406,1624.126,5040,0, 09/30/2004
spectralnorm,perl,2,5500,324,3838.936,2424,35, 09/30/2004
spectralnorm,php, ,5500,299,2788.746,7336,29, 09/30/2004
spectralnorm,pike, ,5500,329,1041.861,3440,28, 09/30/2004
spectralnorm,psyco,2,5500,299,394.453,3420,37, 09/30/2004
spectralnorm,python,2,5500,266,2945.984,2808,23, 09/30/2004
spectralnorm,rebol, ,5500,503,-1,-1,60, 09/30/2004
spectralnorm,regina, ,5500,605,-2,-2,54, 09/30/2004
spectralnorm,rhino, ,5500,295,2374.600,16148,29, 09/30/2004
spectralnorm,ruby, ,5500,276,9978.816,2692,37, 09/30/2004
spectralnorm,sbcl, ,5500,609,25.882,23292,46, 09/30/2004
spectralnorm,scala,2,5500,449,-2,-2,43, 09/30/2004
spectralnorm,se, ,5500,536,26.922,14532,100, 09/30/2004
spectralnorm,smlnj, ,5500,601,38.230,18456,68, 09/30/2004
spectralnorm,squeak, ,5500,560,1994.717,18588,4, 09/30/2004
spectralnorm,swiprolog, ,5500,923,7664.567,2968,77, 09/30/2004
spectralnorm,tcl, ,5500,409,3737.922,2024,33, 09/30/2004
spectralnorm,vw, ,5500,471,466.513,22180,45, 09/30/2004
spectralnorm,yarv, ,5500,276,2745.032,2896,37, 09/30/2004
sumcol,bigforth, ,21000,134,22.653,8252,9, 09/30/2004
sumcol,chicken, ,21000,136,285.606,1760,7, 09/30/2004
sumcol,cint, ,21000,159,53.687,2060,11, 09/30/2004
sumcol,clean, ,21000,136,2.792,596,9, 09/30/2004
sumcol,cmucl, ,21000,324,-2,-2,17, 09/30/2004
sumcol,csharp, ,21000,182,11.265,4720,9, 09/30/2004
sumcol,csharpaot, ,21000,182,11.121,4256,9, 09/30/2004
sumcol,dlang,2,21000,153,5.772,688,8, 09/30/2004
sumcol,erlang, ,21000,155,662.733,98232,9, 09/30/2004
sumcol,fbasic,4,21000,117,8.673,840,0, 09/30/2004
sumcol,fpascal,2,21000,114,7.036,124,9, 09/30/2004
sumcol,g95, ,21000,115,52.631,476,11, 09/30/2004
sumcol,gambit, ,21000,97,-2,-2,7, 09/30/2004
sumcol,gcc, ,21000,159,5.620,444,11, 09/30/2004
sumcol,gcc,2,21000,516,4.580,312,55, 09/30/2004
sumcol,gcj, ,21000,249,14.109,18704,15, 09/30/2004
sumcol,gforth, ,21000,134,39.738,896,9, 09/30/2004
sumcol,ghc, ,21000,90,714.497,2844,4, 09/30/2004
sumcol,ghc,2,21000,180,20.869,91864,7, 09/30/2004
sumcol,ghc,3,21000,164,9.205,2744,8, 09/30/2004
sumcol,ghc,4,21000,172,8.333,1712,10, 09/30/2004
sumcol,gnat, ,21000,224,9.877,584,15, 09/30/2004
sumcol,gpp,2,21000,244,6.412,840,15, 09/30/2004
sumcol,gpp,3,21000,141,9.129,828,7, 09/30/2004
sumcol,groovy, ,21000,72,-2,-2,4, 09/30/2004
sumcol,gst, ,21000,145,125.456,7008,6, 09/30/2004
sumcol,gst,2,21000,107,132.240,6796,3, 09/30/2004
sumcol,hipe, ,21000,155,642.196,98316,9, 09/30/2004
sumcol,icon, ,21000,69,14.313,2020,5, 09/30/2004
sumcol,ifc, ,21000,115,-2,-2,11, 09/30/2004
sumcol,iron, ,21000,61,89.354,21176,2, 09/30/2004
sumcol,java, ,21000,249,7.680,11744,15, 09/30/2004
sumcol,java14, ,21000,249,11.989,12328,15, 09/30/2004
sumcol,java5, ,21000,249,7.660,12448,15, 09/30/2004
sumcol,javaclient, ,21000,249,10.873,9752,15, 09/30/2004
sumcol,javascript, ,21000,58,102.734,20256,3, 09/30/2004
sumcol,javaxint, ,21000,249,211.973,8956,15, 09/30/2004
sumcol,lua, ,21000,66,19.685,948,5, 09/30/2004
sumcol,luajit, ,21000,66,17.277,1020,5, 09/30/2004
sumcol,mlton, ,21000,148,8.601,924,5, 09/30/2004
sumcol,mzscheme, ,21000,123,47.939,3596,6, 09/30/2004
sumcol,nice, ,21000,171,7.592,12068,8, 09/30/2004
sumcol,ocaml, ,21000,122,8.337,680,3, 09/30/2004
sumcol,occam, ,21000,184,1089.908,2564,0, 09/30/2004
sumcol,ooc, ,21000,190,20.597,1620,16, 09/30/2004
sumcol,oz, ,21000,197,72.509,3968,0, 09/30/2004
sumcol,perl, ,21000,68,14.865,1444,4, 09/30/2004
sumcol,php, ,21000,130,44.787,5316,7, 09/30/2004
sumcol,pike,2,21000,190,12.561,3492,8, 09/30/2004
sumcol,psyco, ,21000,99,14.849,3116,8, 09/30/2004
sumcol,python, ,21000,61,17.161,2496,2, 09/30/2004
sumcol,rebol,2,21000,140,72.573,489788,8, 09/30/2004
sumcol,regina,2,21000,70,-2,-2,8, 09/30/2004
sumcol,rhino, ,21000,165,127.108,12460,8, 09/30/2004
sumcol,ruby, ,21000,59,75.349,2524,5, 09/30/2004
sumcol,sbcl, ,21000,324,9.589,8488,17, 09/30/2004
sumcol,scala, ,21000,150,7.804,15152,8, 09/30/2004
sumcol,scala,2,21000,156,7.740,15176,6, 09/30/2004
sumcol,se, ,21000,188,7.336,372,23, 09/30/2004
sumcol,smlnj, ,21000,202,16.153,3312,9, 09/30/2004
sumcol,stalin, ,21000,164,-2,-2,10, 09/30/2004
sumcol,swiprolog, ,21000,207,203.745,2724,9, 09/30/2004
sumcol,tcl,2,21000,82,54.091,1388,6, 09/30/2004
sumcol,vw, ,21000,213,50.951,20620,10, 09/30/2004
sumcol,yarv, ,21000,59,42.467,4824,5, 09/30/2004
tcprequest,csharp, ,200,637,-2,-2,47, 09/30/2004
tcprequest,dlang, ,200,544,0.492,1120,35, 09/30/2004
tcprequest,fpascal,2,200,758,1.000,752,1, 09/30/2004
tcprequest,gcc, ,200,825,0.516,648,79, 09/30/2004
tcprequest,ghc,2,200,633,0.792,3140,50, 09/30/2004
tcprequest,gnat, ,200,645,0.948,800,56, 09/30/2004
tcprequest,lua, ,200,386,-2,-2,35, 09/30/2004
tcprequest,lua,2,200,519,-2,-2,55, 09/30/2004
tcprequest,mlton, ,200,709,1.048,1904,65, 09/30/2004
tcprequest,nice, ,200,667,2.428,14728,58, 09/30/2004
tcprequest,ocaml, ,200,604,1.684,1192,38, 09/30/2004
tcprequest,perl, ,200,515,0.632,4060,37, 09/30/2004
tcprequest,psyco,2,200,561,1.360,7748,49, 09/30/2004
tcprequest,python, ,200,548,1.804,6532,47, 09/30/2004
tcprequest,ruby, ,200,324,0.992,11464,33, 09/30/2004
tcprequest,tcl, ,200,394,1.000,2964,28, 09/30/2004
tcpsocket,csharp, ,9000,726,-2,-2,53, 09/30/2004
tcpsocket,csharpaot, ,9000,726,-2,-2,53, 09/30/2004
tcpsocket,mlton, ,9000,733,41.067,3432,25, 09/30/2004
tcpsocket,se, ,9000,935,-2,-2,145, 09/30/2004
tcpsocket,tcl, ,9000,639,-1,-1,49, 09/30/2004
