binarytrees,luajit,3,12,470,1.596,3180,0,%,0
binarytrees,luajit,3,14,470,7.676,10640,0,%,0
binarytrees,luajit,3,16,470,37.454,40852,0,%,0
fannkuch,luajit,3,9,469,0.492,936,0,%,0
fannkuch,luajit,3,10,469,5.104,936,0,%,0
fannkuch,luajit,3,11,469,65.836,936,0,%,0
fasta,luajit,2,250000,993,0.684,1040,0,%,0
fasta,luajit,2,2500000,993,6.732,1040,0,%,0
fasta,luajit,2,25000000,993,67.444,1040,0,%,0
hello,luajit,1,1,51,0.02,1920,0,%,0
hello,luajit,1,200,51,1.756,1992,0,%,0
knucleotide,luajit,2,10000,613,0.5,8780,0,%,0
knucleotide,luajit,2,100000,613,2.868,30360,0,%,0
knucleotide,luajit,2,1000000,613,17.733,37828,0,%,0
mandelbrot,luajit,2,120,367,0.036,932,0,%,0
mandelbrot,luajit,2,600,367,0.476,932,0,%,0
mandelbrot,luajit,2,3000,367,11.497,936,0,%,0
meteor,luajit,1,2098,1414,2.596,3972,0,%,0
meteor,luajit,2,2098,1477,1.448,3868,0,%,0
meteor,luajit,3,2098,1517,1.412,3564,0,%,0
meteor,luajit,4,2098,2047,1.128,3276,0,%,0
nbody,luajit,2,200000,1265,1.256,956,0,%,0
nbody,luajit,2,2000000,1265,12.361,956,0,%,0
nbody,luajit,2,20000000,1265,127.432,956,0,%,0
nsieve,luajit,3,7,258,1.616,33760,0,%,0
nsieve,luajit,3,8,258,3.304,66524,0,%,0
nsieve,luajit,3,9,258,6.78,132060,0,%,0
nsievebits,luajit,1,9,426,6.268,3040,0,%,0
nsievebits,luajit,1,10,426,13.409,5088,0,%,0
nsievebits,luajit,1,11,426,27.722,9188,0,%,0
partialsums,luajit,2,25000,437,0.06,920,0,%,0
partialsums,luajit,2,250000,437,0.42,924,0,%,0
partialsums,luajit,2,2500000,437,4.084,972,0,%,0
partialsums,luajit,3,25000,397,0.048,884,0,%,0
partialsums,luajit,3,250000,397,0.252,884,0,%,0
partialsums,luajit,3,2500000,397,2.176,884,0,%,0
pidigits,luajit,2,500,1005,0.308,1076,0,%,0
pidigits,luajit,2,1500,1005,3.016,1220,0,%,0
pidigits,luajit,2,2500,1005,9.009,1348,0,%,0
pidigits,luajit,3,500,684,0.384,6280,0,%,0
pidigits,luajit,3,1500,684,1.708,24948,0,%,0
pidigits,luajit,3,2500,684,3.868,49756,0,%,0
recursive,luajit,1,3,330,0.156,924,0,%,0
recursive,luajit,1,7,330,1.004,1052,0,%,0
recursive,luajit,1,11,330,48.671,2912,0,%,0
regexdna,luajit,3,100000,427,1.476,8116,0,%,0
regexdna,luajit,3,300000,427,4.66,17248,0,%,0
regexdna,luajit,3,500000,427,7.876,34368,0,%,0
revcomp,luajit,1,25000,538,0.132,1604,0,%,0
revcomp,luajit,1,250000,538,0.676,7756,0,%,0
revcomp,luajit,1,2500000,538,5.272,50264,0,%,0
revcomp,luajit,3,25000,593,0.144,1744,0,%,0
revcomp,luajit,3,250000,593,0.776,5360,0,%,0
revcomp,luajit,3,2500000,593,5.536,22868,0,%,0
spectralnorm,luajit,3,500,328,1.524,904,0,%,0
spectralnorm,luajit,3,3000,328,54.575,1072,0,%,0
spectralnorm,luajit,3,5500,328,183.175,1336,0,%,0
sumcol,luajit,1,1000,82,0.82,924,0,%,0
sumcol,luajit,1,11000,82,8.893,884,0,%,0
sumcol,luajit,1,21000,82,17.085,880,0,%,0
threadring,luajit,1,100000,255,0.232,3788,0,%,0
threadring,luajit,1,1000000,255,2.016,3732,0,%,0
threadring,luajit,1,10000000,255,19.873,3732,0,%,0
threadring,luajit,2,100000,248,0,0,-2,%,0
threadring,luajit,2,1000000,248,0,0,-2,%,0
threadring,luajit,2,10000000,248,0,0,-2,%,0
