hello,octave,1,1,132,0.192,20584,0,%,0
hello,octave,1,50,132,7.528,20724,0,%,0
hello,octave,1,100,132,15.069,20820,0,%,0
hello,octave,1,150,132,22.581,20908,0,%,0
hello,octave,1,200,132,30.23,20908,0,%,0
nsieve,octave,1,8,637,0,0,-2,%,0
nsieve,octave,1,9,637,0,0,-2,%,0
nsieve,octave,1,10,637,0,0,-2,%,0
partialsums,octave,1,25000,490,3.588,20244,0,%,0
partialsums,octave,1,250000,490,33.774,20244,0,%,0
partialsums,octave,1,2500000,490,337.973,20240,0,%,0
sumcol,octave,1,1000,188,520.073,51208,0,%,0
