name,lang,id,n,size(B),cpu(s),mem(KB),status,load,elapsed(s)
binarytrees,hipe,1,20,441,41.067,373116,0,0% 0% 0% 100%,41.065
binarytrees,gcc,2,20,743,16.645,131592,0,0% 0% 0% 100%,16.646
binarytrees,ats,1,20,1025,32.878,131604,0,0% 0% 0% 100%,32.877
binarytrees,java,1,20,919,27.154,627444,0,0% 0% 0% 100%,27.231
binarytrees,clean,3,20,539,44.711,262708,0,0% 0% 0% 100%,44.718
binarytrees,gcc,5,20,963,67.644,498268,0,0% 0% 0% 100%,67.644
binarytrees,fsharp,1,20,587,184.828,381672,0,0% 0% 0% 100%,184.814
binarytrees,perl,1,20,481,1764.138,963604,0,0% 0% 0% 100%,1764.030
binarytrees,sbcl,2,20,553,65.404,513212,0,2% 0% 0% 100%,65.412
binarytrees,ats,2,20,1903,17.629,329532,0,0% 0% 0% 100%,17.630
binarytrees,hipe,2,20,499,58.396,355428,0,0% 0% 0% 100%,58.388
binarytrees,gcc,4,20,672,63.504,298368,0,0% 0% 0% 100%,63.498
binarytrees,ghc,4,20,510,40.955,170256,0,0% 0% 0% 100%,40.954
binarytrees,javaxint,2,20,603,129.828,550616,0,1% 0% 1% 100%,129.915
binarytrees,cal,1,20,736,51.315,361916,0,0% 0% 0% 100%,51.445
binarytrees,gcc,6,20,931,36.230,131724,0,0% 0% 0% 100%,36.231
binarytrees,csharp,2,20,650,87.301,462588,0,0% 0% 0% 100%,87.298
binarytrees,tracemonkey,1,20,467,0.000,146792,-2,1% 0% 0% 100%,0.880
binarytrees,javascript,1,20,467,0.000,855668,-2,0% 0% 0% 100%,9.424
binarytrees,ruby,1,20,412,1259.731,781212,0,0% 0% 0% 100%,1259.659
binarytrees,php,2,20,493,1265.407,2311948,0,0% 1% 0% 100%,1265.331
binarytrees,ocaml,2,20,784,52.663,157656,0,0% 0% 0% 100%,52.662
binarytrees,mzscheme,2,20,503,79.333,293336,0,0% 0% 0% 100%,79.329
binarytrees,gpp,5,20,606,17.889,295972,0,0% 0% 0% 100%,17.888
binarytrees,pike,1,20,520,955.288,463540,0,0% 0% 0% 100%,955.233
binarytrees,javaxint,1,20,919,134.440,608272,0,0% 0% 0% 100%,134.533
binarytrees,gpp,4,20,927,37.886,348392,0,0% 0% 0% 100%,37.899
binarytrees,groovy,2,20,506,258.876,859684,0,1% 0% 0% 100%,259.109
binarytrees,python,1,20,377,372.947,445164,0,0% 0% 0% 100%,372.926
binarytrees,perl,2,20,541,1623.721,1246320,0,0% 0% 0% 100%,1623.664
binarytrees,gpp,1,20,778,4.828,25636,0,0% 0% 0% 100%,4.830
binarytrees,ifc,1,20,826,46.623,131536,0,0% 0% 0% 100%,46.621
binarytrees,erlang,1,20,441,86.949,372796,0,0% 0% 0% 100%,86.944
binarytrees,python3,1,20,393,0.000,0,-11,%,0.000
binarytrees,jruby,1,20,412,448.988,2044196,0,0% 0% 1% 100%,449.212
binarytrees,gpp,6,20,888,17.365,296156,0,0% 0% 0% 100%,17.367
binarytrees,nice,1,20,485,20.893,570104,0,0% 0% 0% 100%,20.951
binarytrees,scala,4,20,536,20.137,561148,0,0% 0% 0% 100%,20.157
binarytrees,vw,1,20,722,255.476,197720,0,0% 0% 0% 100%,255.463
