name,lang,id,n,size(B),cpu(s),mem(KB),status,load,elapsed(s)
binarytrees,clojure,5,20,689,42.695,527916,0,33% 73% 12% 14%,32.485
binarytrees,fsharp,3,20,756,40.915,156304,0,0% 0% 0% 97%,40.921
binarytrees,ifc,1,20,826,46.355,65728,0,0% 0% 0% 100%,46.374
binarytrees,gcc,5,20,963,66.844,249260,0,95% 97% 95% 99%,17.338
binarytrees,jruby,1,20,412,396.033,833232,0,46% 11% 10% 60%,313.554
binarytrees,java,2,20,603,14.333,459028,0,9% 10% 18% 92%,11.359
binarytrees,python3,7,20,561,509.100,553464,0,92% 95% 93% 93%,136.580
binarytrees,ghc,2,20,512,45.995,174632,0,33% 33% 33% 100%,22.821
binarytrees,fsharp,2,20,685,76.201,308644,0,0% 99% 0% 0%,76.211
binarytrees,gpp,6,20,892,17.689,179188,0,85% 89% 88% 71%,5.308
binarytrees,clojure,2,20,587,201.869,811600,0,82% 77% 81% 78%,63.771
binarytrees,gnat,4,20,2167,17.309,118144,0,83% 80% 90% 69%,5.323
binarytrees,clojure,1,20,557,127.868,554904,0,46% 58% 5% 5%,113.921
binarytrees,ghc,1,20,512,43.959,174596,0,31% 31% 31% 100%,22.282
binarytrees,csharp,2,20,650,46.239,281124,0,55% 45% 0% 0%,46.253
binarytrees,gcc,1,20,706,32.706,66016,0,0% 0% 100% 0%,32.722
binarytrees,scala,2,20,641,29.978,619976,0,61% 73% 66% 54%,11.816
binarytrees,oz,1,20,479,0.000,0,-11,%,0.000
binarytrees,java,1,20,1007,20.693,509132,0,50% 70% 67% 31%,9.555
binarytrees,hipe,1,20,441,36.814,254736,0,98% 1% 0% 0%,36.797
binarytrees,fpascal,1,20,769,36.642,65676,0,0% 100% 0% 0%,36.662
binarytrees,ats,1,20,926,19.629,132080,0,56% 68% 79% 99%,19.642
binarytrees,gnat,1,20,955,44.267,99792,0,0% 0% 100% 0%,44.290
binarytrees,go,1,20,516,130.620,294492,0,0% 0% 0% 100%,130.715
binarytrees,go,2,20,695,24.270,111628,0,1% 0% 100% 1%,24.284
binarytrees,clojure,4,20,641,154.390,789436,0,80% 76% 81% 77%,49.379
binarytrees,perl,1,20,448,761.368,289732,0,0% 0% 100% 0%,761.716
binarytrees,gpp,2,20,553,38.174,99360,0,0% 0% 100% 0%,38.194
binarytrees,yarv,1,20,412,272.865,196788,0,0% 100% 0% 0%,272.790
binarytrees,ghc,4,20,604,58.520,388080,0,68% 69% 100% 69%,18.941
binarytrees,jruby,2,20,413,398.129,834572,0,18% 27% 63% 19%,312.796
binarytrees,gcc,7,20,850,12.653,100628,0,95% 3% 88% 94%,4.510
binarytrees,hipe,2,20,499,53.659,215664,0,81% 75% 68% 91%,16.973
binarytrees,yarv,2,20,413,273.781,196784,0,1% 31% 68% 0%,273.721
binarytrees,sbcl,2,20,649,25.230,231000,0,0% 100% 0% 0%,25.259
binarytrees,ocaml,2,20,784,53.835,78692,0,86% 85% 93% 99%,14.868
binarytrees,scala,1,20,549,13.893,382436,0,83% 19% 17% 12%,10.715
binarytrees,php,3,20,483,988.654,1248072,0,0% 0% 100% 0%,989.148
binarytrees,go,3,20,872,20.169,107352,0,91% 54% 55% 63%,7.647
binarytrees,ats,3,20,2143,18.421,218428,0,70% 98% 65% 71%,6.069
binarytrees,perl,2,20,541,1160.785,643552,0,0% 0% 0% 100%,1161.525
binarytrees,clojure,3,20,640,79.461,561520,0,13% 14% 50% 46%,65.065
binarytrees,sbcl,1,20,612,34.214,226836,0,0% 0% 0% 100%,34.248
binarytrees,ocaml,1,20,563,12.517,235640,0,1% 0% 0% 100%,12.528
binarytrees,gcc,9,20,1103,5.072,114072,0,92% 77% 90% 74%,1.540
binarytrees,ocaml,5,20,496,47.783,122584,0,5% 0% 100% 0%,47.811
binarytrees,scala,4,20,494,13.817,435392,0,11% 10% 9% 91%,11.516
binarytrees,racket,1,20,634,0.000,0,-11,%,0.000
binarytrees,gnat,3,20,1342,120.472,328664,0,70% 79% 77% 71%,40.230
chameneosredux,perl,3,6000000,802,772.592,6312,0,38% 18% 18% 38%,598.592
chameneosredux,python3,2,6000000,866,525.905,4804,0,34% 35% 35% 32%,305.538
chameneosredux,sbcl,3,6000000,2907,4.236,4752,0,84% 83% 98% 99%,1.164
chameneosredux,java,2,6000000,1429,33.546,29344,0,67% 70% 56% 52%,11.971
chameneosredux,gnat,3,6000000,1906,83.781,1616,0,73% 33% 32% 69%,29.066
chameneosredux,hipe,1,6000000,734,152.446,7444,0,87% 62% 0% 84%,60.479
chameneosredux,ocaml,1,6000000,1279,461.545,1204,0,47% 36% 35% 37%,251.331
chameneosredux,go,5,6000000,957,6.972,992,0,0% 0% 0% 100%,6.977
chameneosredux,csharp,1,6000000,1400,99.650,9792,0,84% 79% 81% 77%,28.146
chameneosredux,gnat,1,6000000,1828,70.696,1620,0,70% 33% 31% 68%,26.866
chameneosredux,racket,1,6000000,954,0.000,0,-11,%,0.000
chameneosredux,gnat,2,6000000,5188,9.749,1628,0,65% 99% 99% 99%,2.684
chameneosredux,yarv,1,6000000,920,231.150,2744,0,34% 32% 29% 30%,155.177
chameneosredux,perl,4,6000000,785,706.900,6884,0,57% 0% 0% 57%,530.597
chameneosredux,gcc,2,6000000,1663,50.183,552,0,88% 82% 78% 84%,14.483
chameneosredux,scala,1,6000000,1271,0.000,0,-2,0% 100% 0% 25%,0.074
chameneosredux,gpp,5,6000000,1994,11.421,1184,0,99% 99% 100% 100%,2.873
chameneosredux,ghc,4,6000000,991,199.348,2264,0,47% 48% 53% 47%,75.901
chameneosredux,perl,1,6000000,961,2550.183,7720,0,61% 26% 25% 61%,1298.075
chameneosredux,jruby,1,6000000,928,314.428,50056,0,53% 45% 43% 51%,143.153
chameneosredux,scala,2,6000000,1171,36.666,33788,0,75% 68% 69% 61%,12.600
chameneosredux,java,1,6000000,1770,6.800,46488,0,29% 32% 25% 30%,4.803
chameneosredux,gpp,1,6000000,2468,24.146,1204,0,95% 84% 84% 95%,6.672
chameneosredux,ocaml,3,6000000,1146,1430.205,1652,0,34% 32% 32% 31%,833.418
chameneosredux,gcc,5,6000000,2879,3.188,552,0,99% 100% 100% 91%,0.822
fannkuchredux,python3,6,12,385,3353.470,4680,0,0% 0% 100% 0%,3353.923
fannkuchredux,jruby,2,12,422,1761.014,114540,0,32% 18% 20% 32%,1731.931
fannkuchredux,java,1,12,1282,61.516,13500,0,98% 98% 98% 100%,15.592
fannkuchredux,java,3,12,1633,41.443,15004,0,98% 100% 99% 99%,10.470
fannkuchredux,gnat,2,12,1973,57.744,1612,0,100% 99% 100% 99%,14.516
fannkuchredux,ghc,1,12,544,625.167,3320,0,33% 17% 23% 43%,506.399
fannkuchredux,fsharp,1,12,551,216.154,9512,0,52% 34% 7% 7%,216.092
fannkuchredux,gpp,4,12,1439,61.772,944,0,100% 99% 99% 96%,15.725
fannkuchredux,sbcl,2,12,513,101.830,3584,0,0% 100% 0% 0%,101.848
fannkuchredux,sbcl,3,12,821,62.068,13980,0,0% 0% 0% 100%,62.081
fannkuchredux,scala,2,12,1017,65.208,21480,0,99% 99% 97% 98%,16.623
fannkuchredux,ats,2,12,1571,60.044,256,0,0% 0% 0% 100%,60.056
fannkuchredux,ifc,1,12,590,56.496,252,0,100% 0% 0% 0%,56.509
fannkuchredux,java,2,12,514,92.010,13944,0,0% 100% 0% 0%,91.965
fannkuchredux,fpascal,1,12,1018,68.756,664,0,100% 100% 100% 100%,17.258
fannkuchredux,clojure,2,12,1088,239.219,49364,0,77% 76% 77% 77%,76.884
